Kact,0.2
k1,0.02
Km1,1
k2a,0.01
Km2a,1
k2b,0.01
Km2b,1
Kin,20
V3,2
Km3,1
Ka,1000
Fa,0.5
V4,1
Km4,1
k5f,0.01
k5r,0.1
k6f,0.001
k6r,0.1
k7,0.008
Km7,1
AKTa,20
k8,0.01
Km8,1
PP2A,50
k9,0.00035
k10,10
Km10,50
k11f,0.01
k11r,0.1
k12f,0.01
k12r,1
V13,10
Km13,50
k14a,0.05
Km14a,50
k14b,0.05
Km14b,50
V15,0.05
Km15,50
k16af,0.01
k16ar,1
k16b,5
k18af,0.01
k18ar,1
k18b,5
V17,250
Km17,400
V19,250
Km19,400
k20,1
Km20,500
V21,100
Km21,500
Ki,1
k22,10
Km22,500
V23,100
Km23,100
RasGTP,50
