"k1",100
"v1",0.5
"k2",100
"v2",2
"k31",0.0005
"k32",0.05
"k4",20
"k5",1000
"v5",5
"k61",0.001
"k62",0.01
"k7",0.01
"k8",1000
"v8",20
"k9",20
"k10",20
"gainuf",1
"gainlf",1
"ksynx1",0
"kdegx1",0
"kdegx2",0
"ksyny1",0
"kdegy1",0
"kdegy2",0
"ksynz1",0
"kdegz1",0
"kdegz2",0
"k111",1
"k112",1
"k12",1
"k131",0
"k132",0
"k14",0
"k151",0
"k152",0
"k16",0
"k171",0
"k172",0
"k18",0
