"Raf1",100
"Raf1a",100
"MEK",100
"pMEK",100
"ppMEK",100
"ERK",100
"pERK",100
"ppERK",100
"Raf1aMEK",0
"Raf1apMEK",0
"ppMEKERK",0
"ppMEKpERK",0
