"k1",0.1
"k2",0.1
"k3",100
"k16af",0.01
"k16ar",1
"k16b",5
"k17",0.1
"k18af",0.01
"k18ar",1
"k18b",5
"k19",0.1
"k20af",0.01
"k20ar",1
"k20b",5
"k21",0.1
"k22af",0.01
"k22ar",1
"k22b",5
"k23",0.1
"gain",1
